Time,Channel A,Channel B,Channel C
(s),(V),(V),(V)

-2.47870001,0.14981540,3.22153400,0.08880886
-2.47865001,0.14984590,3.22824800,0.03875851
-2.47860001,0.14981540,3.20551200,0.06912442
-2.47855001,0.14963220,3.16385400,0.02838221
-2.47850001,0.14957120,3.21787200,0.06286813
-2.47845001,0.14954070,3.24732200,0.06225776
-2.47840001,0.14932710,3.21237800,0.07461776
-2.47835001,0.14923550,3.21359900,0.07400738
-2.47830001,0.14914390,3.16690600,0.03936888
-2.47825001,0.14914390,3.21298900,0.06912442
-2.47820001,0.14920500,3.21848200,0.05233924
-2.47815001,0.14929660,3.17056800,0.05798517
-2.47810001,0.14917450,3.20673200,0.05355999
-2.47805001,0.14908290,3.23816600,0.06729332
-2.47800001,0.14923550,3.19574600,0.03997925
-2.47795001,0.14914390,3.20551200,0.04745628
-2.47790001,0.14886930,3.23313100,0.07400738
-2.47785001,0.14874720,0.10864590,0.07400738
-2.47780001,0.14874720,3.18842100,0.02838221
-2.47775001,0.14868620,3.17667200,0.05111850
-2.47770001,0.14853360,3.21482000,0.05798517
-2.47765001,0.14859460,3.22153400,0.06851406
-2.47760001,0.14865570,3.20490100,0.07278664
-2.47755001,0.14865570,3.20123900,0.05493332
-2.47750001,0.14886930,3.20123900,0.04989776
-2.47745001,0.14865570,3.19330400,0.06530961
-2.47740001,0.14850310,3.21726100,0.08392590
-2.47735001,0.14859460,3.18155500,0.08011109
-2.47730001,0.14886930,3.22763800,0.09933775
-2.47725001,0.14865570,3.21054700,0.05233924
-2.47720001,0.14835050,3.22214400,0.07217628
-2.47715001,0.14835050,3.19452500,0.04684591
-2.47710001,0.14832000,3.22275400,0.03387555
-2.47705001,0.14822840,3.24671200,0.10238960
-2.47700001,0.14822840,3.18094400,0.07034516
-2.47695001,0.14816740,3.17850300,0.03875851
-2.47690001,0.14807580,3.23618300,0.06851406
-2.47685001,0.14832000,3.19513500,0.07583850
-2.47680001,0.14835050,3.21482000,0.06653035
-2.47675001,0.14819790,3.20184900,0.05615406
-2.47670001,0.14813680,3.22275400,0.08209479
-2.47665001,0.14816740,0.09323405,0.03875851
-2.47660001,0.14804530,3.21482000,0.07156590
-2.47655001,0.14795370,3.23816600,0.05111850
-2.47650001,0.14783170,3.17911300,0.03753777
-2.47645001,0.14774010,3.20001800,0.05493332
-2.47640001,0.14770960,3.20123900,0.05554369
-2.47635001,0.14774010,3.20429100,0.02639851
-2.47630001,0.14761800,3.20917400,0.06103702
-2.47625001,0.14755700,3.20993700,0.05859554
-2.47620001,0.14764850,3.21420900,0.08697775
-2.47615001,0.14780110,3.23694600,0.06790368
-2.47610001,0.14780110,3.21115800,0.06286813
-2.47605001,0.14783170,3.19940800,0.11291850
-2.47600001,0.14783170,3.20184900,0.04257332
-2.47595001,0.14764850,3.17362000,0.03509629
-2.47590001,0.14743490,3.21787200,0.06042665
-2.47585001,0.14749600,3.20673200,0.05233924
-2.47580001,0.14746540,3.20612200,0.04318369
-2.47575001,0.14740440,3.16995800,0.03082369
-2.47570001,0.14731280,3.17606100,0.05111850
